# This file was exported by Greenbyte at 2022-02-01 13:16:19. Please see https://www.greenbyte.com for more information about Greenbyte.
#
# Turbine: Penmanshiel 01
# Turbine type: Senvion MM82 (Senvion MM82 kW)
# Time zone: UTC
# Time interval: 2016-01-01 00:00:00 - 2017-01-01 00:00:00 (366 days)
#
# Penmanshiel 01 Sum production: 2614804 kWh
#
Timestamp start,Timestamp end,Duration,Status,Code,Message,Comment,Service contract category,IEC category
2016-09-17 21:48:30,2016-09-17 21:49:18,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-17 23:15:23,2016-09-17 23:16:11,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-17 23:15:23,2016-09-17 23:16:11,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 01:26:29,2016-09-18 01:28:47,00:02:18,Informational,65,Absence of wind during run-up,,Operating states  (28),Out of Environmental Specification
2016-09-18 01:26:29,2016-09-18 01:28:47,00:02:18,Informational,65,Absence of wind during run-up,,Operating states  (28),Out of Environmental Specification
2016-09-18 02:29:35,2016-09-18 02:30:22,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 02:29:35,2016-09-18 02:30:22,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 03:44:28,2016-09-18 03:45:15,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 03:44:28,2016-09-18 03:45:15,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 08:03:50,2016-09-18 08:04:37,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 08:03:50,2016-09-18 08:04:37,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 18:46:13,2016-09-18 18:47:00,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 18:46:13,2016-09-18 18:47:00,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 21:55:54,2016-09-18 21:56:42,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 21:55:54,2016-09-18 21:56:42,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 22:26:44,2016-09-18 22:27:31,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-18 22:26:44,2016-09-18 22:27:31,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-19 08:44:55,2016-09-19 08:45:42,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-19 08:44:55,2016-09-19 08:45:42,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-19 10:34:15,2016-09-19 10:53:37,00:19:22,Stop,20,Manual stop - on site,,Manual stop (service)  (9),Scheduled Maintenance
2016-09-19 10:34:25,2016-09-19 10:53:34,00:19:09,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-09-19 10:34:25,2016-09-19 10:53:34,00:19:09,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-09-19 10:53:37,2016-09-19 12:06:06,01:12:29,Informational,0,System OK,,System OK (32),Full Performance
2016-09-19 10:53:37,2016-09-19 12:06:06,01:12:29,Informational,0,System OK,,System OK (32),Full Performance
2016-09-19 12:06:06,2016-09-21 13:06:30,49:00:24,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-19 12:06:06,2016-09-21 13:06:30,49:00:24,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-19 14:44:30,2016-09-19 14:45:17,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-19 14:44:30,2016-09-19 14:45:17,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-19 22:16:32,2016-09-19 22:17:20,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-19 22:16:32,2016-09-19 22:17:20,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 10:24:33,2016-09-20 10:26:42,00:02:09,Stop,710,Battery test,,Operating states  (28),Technical Standby
2016-09-20 10:56:51,2016-09-20 10:57:38,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 10:56:51,2016-09-20 10:57:38,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 15:55:40,2016-09-20 15:56:28,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 15:55:40,2016-09-20 15:56:28,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 16:25:19,2016-09-20 16:26:06,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 16:25:19,2016-09-20 16:26:06,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 17:09:52,2016-09-20 17:10:39,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 17:09:52,2016-09-20 17:10:39,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 20:49:07,2016-09-20 20:49:54,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-20 20:49:07,2016-09-20 20:49:54,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-21 00:39:54,2016-09-21 00:40:41,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-21 00:39:54,2016-09-21 00:40:41,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-21 04:56:20,2016-09-21 04:57:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-21 04:56:20,2016-09-21 04:57:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-21 12:02:22,2016-09-21 14:46:42,02:44:20,Stop,20,Manual stop - on site,,Manual stop (service)  (9),Scheduled Maintenance
2016-09-21 12:03:33,2016-09-21 13:33:53,01:30:20,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-09-21 12:03:33,2016-09-21 13:33:53,01:30:20,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-09-21 13:42:46,2016-09-21 13:43:01,00:00:15,Informational,0,System OK,,System OK (32),Full Performance
2016-09-21 13:42:46,2016-09-21 13:43:01,00:00:15,Informational,0,System OK,,System OK (32),Full Performance
2016-09-21 14:46:42,2016-09-21 14:49:19,00:02:37,Informational,0,System OK,,System OK (32),Full Performance
2016-09-21 14:46:42,2016-09-21 14:49:19,00:02:37,Informational,0,System OK,,System OK (32),Full Performance
2016-09-21 14:49:19,2016-09-22 16:12:18,25:22:59,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-21 14:49:19,2016-09-22 16:12:18,25:22:59,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-22 03:03:51,2016-09-22 03:04:39,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-22 03:03:51,2016-09-22 03:04:39,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-22 03:48:16,2016-09-22 03:49:03,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-22 03:48:16,2016-09-22 03:49:03,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-22 06:29:20,2016-09-22 06:30:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-22 06:29:20,2016-09-22 06:30:07,00:00:47,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-22 07:14:26,2016-09-22 16:40:40,09:26:14,Stop,20,Manual stop - on site,,Manual stop (service)  (9),Scheduled Maintenance
2016-09-22 07:15:19,2016-09-22 16:13:35,08:58:16,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-09-22 07:15:19,2016-09-22 16:13:35,08:58:16,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-09-22 09:06:31,2016-09-22 16:13:40,07:07:09,Warning,2125,Timeout brake closed,,Warnings (27),
2016-09-22 09:06:31,2016-09-22 16:13:40,07:07:09,Warning,2125,Timeout brake closed,,Warnings (27),
2016-09-22 12:23:04,2016-09-22 12:23:43,00:00:39,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 12:23:04,2016-09-22 12:23:43,00:00:39,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 12:23:04,2016-09-22 12:23:43,00:00:39,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 12:23:04,2016-09-22 12:23:43,00:00:39,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 12:23:04,2016-09-22 12:23:43,00:00:39,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 12:23:04,2016-09-22 12:23:43,00:00:39,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 12:23:19,2016-09-22 16:12:18,03:48:59,Warning,681,Limit switch error 95° axis 1,,Warnings (27),Forced outage
2016-09-22 12:23:19,2016-09-22 16:12:18,03:48:59,Warning,681,Limit switch error 95° axis 1,,Warnings (27),Forced outage
2016-09-22 12:59:00,2016-09-22 13:02:10,00:03:10,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 12:59:00,2016-09-22 13:02:10,00:03:10,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 12:59:00,2016-09-22 13:02:10,00:03:10,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 12:59:00,2016-09-22 13:02:10,00:03:10,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 12:59:00,2016-09-22 13:02:10,00:03:10,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 12:59:00,2016-09-22 13:02:10,00:03:10,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 13:04:30,2016-09-22 13:45:55,00:41:25,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 13:04:30,2016-09-22 13:45:55,00:41:25,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 13:04:30,2016-09-22 13:45:55,00:41:25,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 13:04:30,2016-09-22 13:45:55,00:41:25,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 13:04:30,2016-09-22 13:45:55,00:41:25,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 13:04:30,2016-09-22 13:45:55,00:41:25,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 13:45:34,2016-09-22 16:12:18,02:26:44,Warning,682,Limit switch error 95° axis 2,,Warnings (27),Forced outage
2016-09-22 13:45:34,2016-09-22 16:12:18,02:26:44,Warning,682,Limit switch error 95° axis 2,,Warnings (27),Forced outage
2016-09-22 13:47:27,2016-09-22 13:49:14,00:01:47,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 13:47:27,2016-09-22 13:49:14,00:01:47,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 13:47:27,2016-09-22 13:49:14,00:01:47,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 13:47:27,2016-09-22 13:49:14,00:01:47,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 13:47:27,2016-09-22 13:49:14,00:01:47,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 13:47:27,2016-09-22 13:49:14,00:01:47,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 13:50:31,2016-09-22 14:27:38,00:37:07,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 13:50:31,2016-09-22 14:27:38,00:37:07,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 13:50:31,2016-09-22 14:27:38,00:37:07,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 13:50:31,2016-09-22 14:27:38,00:37:07,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 13:50:31,2016-09-22 14:27:38,00:37:07,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 13:50:31,2016-09-22 14:27:38,00:37:07,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 14:31:04,2016-09-22 16:12:18,01:41:14,Warning,683,Limit switch error 95° axis 3,,Warnings (27),Forced outage
2016-09-22 14:31:04,2016-09-22 16:12:18,01:41:14,Warning,683,Limit switch error 95° axis 3,,Warnings (27),Forced outage
2016-09-22 14:35:31,2016-09-22 14:37:57,00:02:26,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 14:35:31,2016-09-22 14:37:57,00:02:26,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 14:35:31,2016-09-22 14:37:57,00:02:26,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 14:35:31,2016-09-22 14:37:57,00:02:26,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 14:35:31,2016-09-22 14:37:57,00:02:26,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 14:35:31,2016-09-22 14:37:57,00:02:26,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 14:51:19,2016-09-22 14:56:41,00:05:22,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 14:51:19,2016-09-22 14:56:41,00:05:22,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 14:51:19,2016-09-22 14:56:41,00:05:22,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 14:51:19,2016-09-22 14:56:41,00:05:22,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 14:51:19,2016-09-22 14:56:41,00:05:22,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 14:51:19,2016-09-22 14:56:41,00:05:22,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 15:14:16,2016-09-22 16:07:18,00:53:02,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 15:14:16,2016-09-22 16:07:18,00:53:02,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 15:14:16,2016-09-22 16:07:18,00:53:02,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 15:14:16,2016-09-22 16:07:18,00:53:02,Warning,716,Battery charge cycle axis 1 error,,Warnings (27),
2016-09-22 15:14:16,2016-09-22 16:07:18,00:53:02,Warning,717,Battery charge cycle axis 2 error,,Warnings (27),
2016-09-22 15:14:16,2016-09-22 16:07:18,00:53:02,Warning,718,Battery charge cycle axis 3 error,,Warnings (27),
2016-09-22 16:13:40,2016-09-22 16:13:57,00:00:17,Informational,0,System OK,,System OK (32),Full Performance
2016-09-22 16:13:40,2016-09-22 16:13:57,00:00:17,Informational,0,System OK,,System OK (32),Full Performance
2016-09-22 16:40:40,2016-09-22 16:42:04,00:01:24,Informational,0,System OK,,System OK (32),Full Performance
2016-09-22 16:40:40,2016-09-22 16:42:04,00:01:24,Informational,0,System OK,,System OK (32),Full Performance
2016-09-22 16:42:04,2016-09-22 16:42:46,00:00:42,Stop,710,Battery test,,Operating states  (28),Technical Standby
2016-09-22 16:42:46,2016-09-22 16:45:22,00:02:36,Informational,0,System OK,,System OK (32),Full Performance
2016-09-22 16:42:46,2016-09-22 16:45:22,00:02:36,Informational,0,System OK,,System OK (32),Full Performance
2016-09-22 16:45:22,2016-09-23 08:33:40,15:48:18,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-22 16:45:22,2016-09-23 08:33:40,15:48:18,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-23 07:11:48,2016-09-23 11:56:20,04:44:32,Stop,20,Manual stop - on site,,Manual stop (service)  (9),Scheduled Maintenance
2016-09-23 07:12:32,2016-09-23 11:12:12,03:59:40,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-09-23 07:12:32,2016-09-23 11:12:12,03:59:40,Informational,6410,Manual yaw,,Manual stop (service)  (9),Full Performance
2016-09-23 07:52:40,2016-09-23 08:28:08,00:35:28,Warning,2550,Overload generator fan 1,,Warnings (27),Forced outage
2016-09-23 07:52:40,2016-09-23 08:28:08,00:35:28,Warning,2550,Overload generator fan 1,,Warnings (27),Forced outage
2016-09-23 10:30:10,2016-09-23 11:12:43,00:42:33,Warning,2125,Timeout brake closed,,Warnings (27),
2016-09-23 10:30:10,2016-09-23 11:12:43,00:42:33,Warning,2125,Timeout brake closed,,Warnings (27),
2016-09-23 11:12:43,2016-09-23 11:12:51,00:00:08,Informational,0,System OK,,System OK (32),Full Performance
2016-09-23 11:12:43,2016-09-23 11:12:51,00:00:08,Informational,0,System OK,,System OK (32),Full Performance
2016-09-23 11:56:20,2016-09-23 11:58:48,00:02:28,Informational,0,System OK,,System OK (32),Full Performance
2016-09-23 11:56:20,2016-09-23 11:58:48,00:02:28,Informational,0,System OK,,System OK (32),Full Performance
2016-09-23 11:58:48,2016-09-26 12:19:34,72:20:46,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-23 11:58:48,2016-09-26 12:19:34,72:20:46,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 03:48:33,2016-09-26 03:49:21,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-26 03:48:33,2016-09-26 03:49:21,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-26 04:03:16,2016-09-26 04:04:04,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-26 04:03:16,2016-09-26 04:04:04,00:00:48,Informational,10,Wind < start wind,,External stop (low wind speed)  (5),Out of Environmental Specification
2016-09-26 12:19:23,2016-09-26 12:29:22,00:09:59,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 12:29:22,2016-09-26 12:33:32,00:04:10,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 12:29:22,2016-09-26 12:33:32,00:04:10,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 12:33:32,2016-09-26 12:49:22,00:15:50,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 12:33:32,2016-09-26 12:49:22,00:15:50,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 12:49:11,2016-09-26 12:53:02,00:03:51,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 12:53:02,2016-09-26 12:55:01,00:01:59,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 12:53:02,2016-09-26 12:55:01,00:01:59,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 12:55:01,2016-09-26 13:06:33,00:11:32,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 13:02:32,2016-09-26 13:03:05,00:00:33,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:02:32,2016-09-26 13:03:05,00:00:33,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:03:26,2016-09-26 13:03:27,00:00:01,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:03:26,2016-09-26 13:03:27,00:00:01,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:06:33,2016-09-26 13:10:19,00:03:46,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:06:33,2016-09-26 13:10:19,00:03:46,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:10:19,2016-09-26 13:13:42,00:03:23,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 13:13:42,2016-09-26 13:17:55,00:04:13,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:13:42,2016-09-26 13:17:55,00:04:13,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:17:55,2016-09-26 13:22:09,00:04:14,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 13:17:55,2016-09-26 13:22:09,00:04:14,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 13:21:58,2016-09-26 13:22:56,00:00:58,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 13:22:56,2016-09-26 13:27:26,00:04:30,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:22:56,2016-09-26 13:27:26,00:04:30,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:27:26,2016-09-26 13:28:13,00:00:47,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 13:27:26,2016-09-26 13:28:13,00:00:47,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 13:28:13,2016-09-26 13:29:27,00:01:14,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:28:13,2016-09-26 13:29:27,00:01:14,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:29:27,2016-09-26 13:32:22,00:02:55,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 13:29:27,2016-09-26 13:32:22,00:02:55,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 13:32:11,2016-09-26 13:33:01,00:00:50,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 13:33:01,2016-09-26 13:37:16,00:04:15,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:33:01,2016-09-26 13:37:16,00:04:15,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:37:16,2016-09-26 13:42:58,00:05:42,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 13:37:16,2016-09-26 13:42:58,00:05:42,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 13:42:47,2016-09-26 13:43:50,00:01:03,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 13:43:50,2016-09-26 13:48:00,00:04:10,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:43:50,2016-09-26 13:48:00,00:04:10,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 13:48:00,2016-09-26 14:02:56,00:14:56,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 13:48:00,2016-09-26 14:02:56,00:14:56,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 14:02:45,2016-09-26 14:03:35,00:00:50,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 14:03:35,2016-09-26 14:04:49,00:01:14,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:03:35,2016-09-26 14:04:49,00:01:14,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:04:49,2016-09-26 14:06:48,00:01:59,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 14:06:48,2016-09-26 14:11:11,00:04:23,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:06:48,2016-09-26 14:11:11,00:04:23,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:11:11,2016-09-26 14:12:05,00:00:54,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 14:11:11,2016-09-26 14:12:05,00:00:54,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 14:12:05,2016-09-26 14:33:26,00:21:21,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:12:05,2016-09-26 14:33:26,00:21:21,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:33:26,2016-09-26 14:34:30,00:01:04,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 14:33:26,2016-09-26 14:34:30,00:01:04,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 14:34:19,2016-09-26 14:35:09,00:00:50,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 14:35:09,2016-09-26 14:39:17,00:04:08,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:35:09,2016-09-26 14:39:17,00:04:08,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:39:17,2016-09-26 14:39:52,00:00:35,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 14:39:17,2016-09-26 14:39:52,00:00:35,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 14:39:41,2016-09-26 14:43:19,00:03:38,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 14:40:42,2016-09-26 14:41:34,00:00:52,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:40:42,2016-09-26 14:41:34,00:00:52,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:43:19,2016-09-26 14:46:51,00:03:32,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:43:19,2016-09-26 14:46:51,00:03:32,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:46:51,2016-09-26 14:47:42,00:00:51,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 14:47:42,2016-09-26 14:49:32,00:01:50,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:47:42,2016-09-26 14:49:32,00:01:50,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:49:32,2016-09-26 14:50:24,00:00:52,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 14:50:24,2016-09-26 14:51:35,00:01:11,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:50:24,2016-09-26 14:51:35,00:01:11,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:51:35,2016-09-26 14:52:19,00:00:44,Stop,9210,Externally stopped,,External stop (grid) (4),Forced outage
2016-09-26 14:52:19,2016-09-26 14:56:33,00:04:14,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:52:19,2016-09-26 14:56:33,00:04:14,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:56:33,2016-09-26 14:57:37,00:01:04,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 14:56:33,2016-09-26 14:57:37,00:01:04,Warning,9000,P output externally reduced,,Warnings (27),Partial Performance
2016-09-26 14:57:37,2016-09-26 14:59:38,00:02:01,Informational,0,System OK,,System OK (32),Full Performance
2016-09-26 14:57:37,2016-09-26 14:59:38,00:02:01,Informational,0,System OK,,System OK (32),Full Performance
